FID,gridcode,AREA_GEO,ELEV
0,1,9.341860355,1731.8
1,2,7.531499771,1755.6
2,3,8.381669016,1779.4
3,4,9.531898213,1803.2
4,5,8.371667106,1827
5,6,8.081609057,1850.8
6,7,8.461685469,1874.6
7,8,7.691531791,1898.4
8,9,6.351264544,1922.2
9,10,6.801353961,1946
10,11,8.3416602,1969.8
11,12,9.771944414,1993.6
12,13,8.881766701,2017.4
13,14,9.341857749,2041.2
14,15,9.721933354,2065
15,16,12.16241855,2088.8
16,17,12.4824819,2112.6
17,18,12.91256711,2136.4
18,19,12.4324712,2160.2
19,20,7.611512993,2184
