FID,gridcode,AREA_GEO,ELEV
0,1,0.670133998,1681.5
1,2,1.220244021,1700
2,3,2.030406131,1718.5
3,4,3.540707998,1737
4,5,4.620924028,1755.5
5,6,6.091217756,1774
6,7,6.301260017,1792.5
7,8,8.501700266,1811
8,9,8.90178045,1829.5
9,10,9.101820114,1848
10,11,10.38207662,1866.5
11,12,10.52210439,1885
12,13,5.741148155,1903.5
13,14,5.891178292,1922
14,15,7.461492125,1940.5
15,16,8.531706177,1959
16,17,4.830966111,1977.5
17,18,3.100620121,1996
18,19,1.92038407,2014.5
19,20,1.980396069,2033
