FID,gridcode,AREA_GEO,ELEV
0,1,0.210041897,1726.2
1,2,0.860171576,1747.4
2,3,1.890377049,1768.6
3,4,3.480694174,1789.8
4,5,6.321260551,1811
5,6,7.721539765,1832.2
6,7,8.421679069,1853.4
7,8,9.321858572,1874.6
8,9,9.761946358,1895.8
9,10,10.66212575,1917
10,11,11.53229908,1938.2
11,12,11.83235889,1959.4
12,13,11.89237062,1980.6
13,14,13.1126137,2001.8
14,15,17.07340285,2023
15,16,22.40446541,2044.2
16,17,7.621518418,2065.4
17,18,6.441283066,2086.6
18,19,3.680733132,2107.8
19,20,2.180434277,2129
