FID,gridcode,AREA_GEO,ELEV
0,1,4.930985937,1754.8
1,2,4.860971979,1775.6
2,3,5.691137952,1796.4
3,4,4.570913941,1817.2
4,5,4.010801973,1838
5,6,4.160832033,1858.8
6,7,4.140828068,1879.6
7,8,3.940787975,1900.4
8,9,3.550709869,1921.2
9,10,3.63072597,1942
10,11,3.360671955,1962.8
11,12,2.970593979,1983.6
12,13,3.030605985,2004.4
13,14,2.510501971,2025.2
14,15,2.370473997,2046
15,16,2.250449994,2066.8
16,17,2.220443988,2087.6
17,18,2.050409966,2108.4
18,19,2.130425949,2129.2
19,20,3.83076602,2150
