FID,gridcode,AREA_GEO,ELEV
0,1,28.30562279,1800
1,2,33.51665714,1821
2,3,18.84374384,1842
3,4,15.27303457,1863
4,5,12.61250609,1884
5,6,10.322051,1905
6,7,8.521693126,1926
7,8,6.321255999,1947
8,9,6.171226334,1968
9,10,6.041200447,1989
10,11,8.401670141,2010
11,12,8.331654381,2031
12,13,7.541495823,2052
13,14,6.231235302,2073
14,15,6.47128287,2094
15,16,6.68132459,2115
16,17,6.641316921,2136
17,18,6.221233775,2157
18,19,6.181227727,2178
19,20,2.630521636,2199
