FID,gridcode,AREA_GEO,ELEV
0,1,3.730741472,1794.5
1,2,3.350666031,1807
2,3,3.490693818,1819.5
3,4,2.730542816,1832
4,5,2.110419551,1844.5
5,6,2.370471286,1857
6,7,2.020401709,1869.5
7,8,2.400477304,1882
8,9,2.430483303,1894.5
9,10,2.650527085,1907
10,11,2.800556937,1919.5
11,12,3.840763737,1932
12,13,3.810757835,1944.5
13,14,4.670928962,1957
14,15,5.88116973,1969.5
15,16,3.950785782,1982
16,17,3.640724131,1994.5
17,18,3.720740117,2007
18,19,1.760350064,2019.5
19,20,1.300258563,2032
