FID,gridcode,AREA_GEO,ELEV
0,1,2.79055453,1785.6
1,2,5.321057098,1806.2
2,3,7.991587368,1826.8
3,4,7.541497828,1847.4
4,5,6.071205615,1868
5,6,6.701330607,1888.6
6,7,7.341457436,1909.2
7,8,6.711332239,1929.8
8,9,7.091407624,1950.4
9,10,7.381465079,1971
10,11,8.271641412,1991.6
11,12,8.161619316,2012.2
12,13,7.201428696,2032.8
13,14,6.411271693,2053.4
14,15,6.401269504,2074
15,16,5.931176208,2094.6
16,17,6.231235616,2115.2
17,18,7.521491186,2135.8
18,19,7.541495216,2156.4
19,20,1.110220063,2177
