FID,gridcode,ELEV,AREA_GEO
0,1,1520,1.800359937
1,2,1536,6.671333686
2,3,1552,8.13162563
3,4,1568,8.891777408
4,5,1584,8.261651566
5,6,1600,6.86137163
6,7,1616,5.401079756
7,8,1632,4.770953815
8,9,1648,5.021003834
9,10,1664,5.151029823
10,11,1680,5.821163767
11,12,1696,6.281255723
12,13,1712,6.931385794
13,14,1728,8.121623809
14,15,1744,10.14202791
15,16,1760,9.611921995
16,17,1776,10.5821159
17,18,1792,8.311662038
18,19,1808,1.540308009
19,20,1824,1.080215973
